age,job,marital,education,default,balance,housing,loan,contact,campaign,pdays,previous,poutcome,duration,y
44,blue-collar,divorced,tertiary,no,4430.0,no,yes,cellular,2,-1,2,unknown,191.0,no
78,services,married,secondary,no,-500.0,no,no,cellular,4,-1,0,unknown,63.0,no
22,services,divorced,secondary,no,559.0,yes,no,cellular,1,60,0,unknown,225.0,no
63,blue-collar,married,primary,no,-129.0,yes,no,cellular,6,120,0,unknown,461.0,yes
54,technician,single,primary,no,3153.0,no,no,unknown,2,-1,0,unknown,22.0,no
32,management,divorced,secondary,no,654.0,yes,no,cellular,4,-1,0,unknown,237.0,no
32,technician,married,primary,no,582.0,yes,no,cellular,3,-1,1,unknown,254.0,no
62,admin.,married,secondary,no,2158.0,yes,no,telephone,2,30,0,success,249.0,no
57,admin.,married,secondary,no,4207.0,yes,no,cellular,2,-1,2,unknown,227.0,no
55,services,single,secondary,yes,1289.0,yes,no,unknown,2,-1,0,unknown,70.0,no
21,blue-collar,single,secondary,no,553.0,no,no,unknown,5,-1,1,unknown,106.0,no
55,retired,married,tertiary,no,888.0,yes,no,cellular,2,-1,0,unknown,176.0,no
78,admin.,single,primary,no,2585.0,yes,no,cellular,4,-1,1,unknown,44.0,no
19,student,divorced,tertiary,no,-500.0,yes,no,cellular,3,-1,1,unknown,300.0,no
47,technician,divorced,secondary,yes,1370.0,yes,yes,unknown,3,-1,1,unknown,567.0,no
48,technician,single,secondary,no,-288.0,yes,yes,cellular,5,-1,0,unknown,442.0,no
73,technician,divorced,tertiary,no,-500.0,no,no,unknown,1,-1,0,other,156.0,no
35,technician,single,secondary,no,-500.0,yes,no,unknown,6,60,2,success,88.0,no
47,management,married,tertiary,no,473.0,yes,no,unknown,3,-1,0,unknown,30.0,no
62,entrepreneur,divorced,primary,no,3342.0,no,no,telephone,5,-1,1,unknown,234.0,no
21,technician,married,secondary,no,-500.0,yes,no,cellular,2,90,0,unknown,132.0,no
67,technician,divorced,secondary,no,2377.0,yes,no,cellular,2,120,0,unknown,191.0,no
68,technician,single,tertiary,no,232.0,yes,no,cellular,3,-1,1,unknown,22.0,no
62,student,single,secondary,no,-500.0,yes,no,cellular,2,30,2,unknown,121.0,no
58,blue-collar,married,tertiary,no,2019.0,yes,no,unknown,3,-1,0,unknown,54.0,no
64,technician,married,secondary,no,3759.0,yes,no,cellular,2,180,0,unknown,173.0,no
66,technician,married,tertiary,no,4096.0,no,no,unknown,2,-1,0,unknown,193.0,no
74,services,single,tertiary,no,1911.0,no,yes,cellular,2,120,0,unknown,241.0,no
44,technician,single,tertiary,no,1273.0,yes,no,cellular,2,-1,0,other,100.0,yes
46,retired,married,secondary,no,2105.0,no,no,cellular,3,-1,0,unknown,298.0,no
57,technician,married,tertiary,no,5859.0,yes,no,cellular,5,365,2,success,161.0,no
29,admin.,single,primary,no,873.0,yes,yes,telephone,3,60,2,unknown,231.0,no
71,technician,married,tertiary,no,3443.0,no,no,cellular,5,30,1,unknown,146.0,no
65,admin.,married,tertiary,no,334.0,yes,no,cellular,2,-1,0,other,99.0,no
57,blue-collar,married,secondary,no,-95.0,yes,no,cellular,4,-1,0,unknown,234.0,no
36,blue-collar,single,primary,no,4584.0,no,no,cellular,3,-1,0,unknown,142.0,no
39,management,married,secondary,no,1405.0,no,no,cellular,3,60,0,unknown,345.0,yes
44,blue-collar,single,secondary,no,1804.0,yes,no,cellular,6,-1,1,unknown,61.0,no
59,technician,married,secondary,yes,2385.0,yes,no,unknown,1,-1,0,unknown,93.0,no
66,retired,married,secondary,no,-207.0,no,no,telephone,4,-1,2,failure,119.0,no
59,technician,single,tertiary,yes,611.0,no,no,cellular,4,120,1,other,299.0,no
75,blue-collar,divorced,tertiary,no,244.0,yes,no,telephone,7,-1,0,unknown,218.0,no
77,admin.,married,secondary,no,1998.0,yes,no,telephone,3,-1,0,unknown,201.0,no
61,student,single,tertiary,no,2060.0,yes,no,unknown,3,60,0,unknown,121.0,no
40,services,single,tertiary,no,319.0,yes,no,cellular,3,-1,0,unknown,270.0,no
55,retired,divorced,tertiary,no,5050.0,yes,no,telephone,6,-1,0,unknown,162.0,no
44,technician,married,secondary,yes,1351.0,yes,no,cellular,1,-1,2,failure,83.0,no
57,technician,married,tertiary,no,1585.0,yes,no,cellular,4,-1,0,unknown,197.0,no
68,self-employed,married,secondary,no,3818.0,yes,no,telephone,5,90,1,other,121.0,no
40,technician,single,primary,no,-175.0,yes,no,cellular,2,-1,0,unknown,85.0,no
49,services,single,secondary,no,462.0,no,no,unknown,7,30,1,success,59.0,no
20,services,married,tertiary,no,1914.0,yes,no,cellular,4,-1,2,unknown,216.0,no
63,blue-collar,married,secondary,no,-500.0,no,no,cellular,5,-1,0,unknown,347.0,no
48,admin.,married,tertiary,no,973.0,yes,no,telephone,2,-1,0,unknown,113.0,no
46,blue-collar,married,tertiary,no,5092.0,yes,no,cellular,6,60,3,other,253.0,yes
51,student,divorced,secondary,no,4692.0,no,no,cellular,2,365,0,unknown,43.0,no
31,services,married,primary,no,3015.0,yes,no,cellular,2,120,0,unknown,353.0,no
55,blue-collar,single,primary,no,3529.0,yes,no,cellular,3,-1,1,unknown,216.0,no
64,self-employed,married,secondary,no,2288.0,yes,yes,cellular,3,-1,0,failure,224.0,yes
39,blue-collar,divorced,tertiary,no,623.0,yes,yes,telephone,2,180,0,unknown,172.0,no
26,blue-collar,single,secondary,no,4358.0,yes,no,cellular,4,-1,0,success,64.0,no
41,technician,married,primary,no,-308.0,no,no,cellular,2,-1,1,unknown,384.0,no
30,housemaid,single,primary,no,3143.0,yes,no,cellular,7,-1,2,other,535.0,no
41,blue-collar,single,secondary,no,483.0,yes,no,cellular,2,30,0,other,178.0,no
56,management,divorced,secondary,no,592.0,yes,no,unknown,2,-1,1,unknown,149.0,no
25,entrepreneur,married,secondary,no,2370.0,yes,yes,cellular,3,-1,1,unknown,134.0,no
64,services,married,primary,no,5061.0,yes,no,cellular,5,-1,0,unknown,153.0,no
31,technician,married,secondary,no,3972.0,yes,no,telephone,4,-1,0,unknown,122.0,no
73,self-employed,single,tertiary,no,2010.0,no,no,cellular,3,-1,0,unknown,93.0,no
63,self-employed,married,secondary,yes,1513.0,yes,no,unknown,4,30,0,failure,145.0,no
34,blue-collar,divorced,primary,no,2807.0,no,no,cellular,4,120,0,unknown,132.0,no
52,retired,married,secondary,no,3857.0,no,no,cellular,4,-1,1,unknown,252.0,no
24,blue-collar,divorced,tertiary,no,-500.0,no,yes,unknown,5,-1,1,failure,130.0,no
24,admin.,married,primary,no,1171.0,yes,yes,unknown,3,30,0,success,281.0,no
77,technician,married,primary,no,-494.0,yes,no,cellular,1,-1,1,failure,177.0,no
67,management,married,secondary,no,1006.0,yes,no,cellular,3,-1,0,failure,253.0,no
27,management,single,secondary,no,-500.0,yes,no,unknown,2,-1,0,unknown,108.0,no
35,admin.,single,tertiary,no,-500.0,no,no,cellular,3,-1,0,unknown,499.0,no
30,technician,married,tertiary,no,-500.0,yes,no,unknown,4,30,1,other,63.0,no
42,blue-collar,married,primary,no,404.0,yes,no,cellular,5,120,0,unknown,104.0,no
36,housemaid,divorced,tertiary,no,2456.0,yes,no,unknown,3,-1,1,unknown,213.0,no
38,technician,married,secondary,no,-65.0,no,no,telephone,3,-1,2,failure,140.0,no
50,management,married,secondary,yes,-158.0,yes,no,unknown,2,-1,1,other,132.0,no
29,technician,divorced,secondary,no,2112.0,yes,yes,cellular,5,-1,0,unknown,236.0,no
72,blue-collar,married,secondary,no,1916.0,yes,no,unknown,2,-1,0,failure,241.0,no
63,services,married,tertiary,no,4464.0,no,yes,cellular,5,-1,0,unknown,57.0,no
65,unemployed,married,primary,no,3082.0,yes,no,cellular,2,-1,0,unknown,249.0,no
28,retired,single,secondary,no,-447.0,yes,yes,unknown,6,-1,0,unknown,233.0,no
61,services,married,tertiary,no,193.0,yes,no,cellular,7,-1,0,unknown,203.0,no
69,entrepreneur,divorced,secondary,no,2744.0,no,no,cellular,2,-1,1,failure,246.0,no
28,student,married,primary,no,-196.0,no,yes,telephone,7,365,1,success,285.0,no
64,technician,divorced,primary,no,816.0,yes,no,unknown,3,-1,0,failure,85.0,no
40,services,married,tertiary,yes,-500.0,yes,no,cellular,6,30,1,unknown,151.0,no
66,technician,married,tertiary,no,-500.0,yes,yes,cellular,2,180,0,failure,310.0,no
47,self-employed,married,primary,no,3667.0,yes,no,cellular,5,60,1,unknown,122.0,no
67,retired,married,secondary,no,1701.0,no,no,cellular,4,-1,0,other,223.0,no
27,blue-collar,married,secondary,no,268.0,yes,no,telephone,3,-1,1,unknown,68.0,no
42,services,single,tertiary,no,521.0,no,no,cellular,4,-1,1,unknown,103.0,no
34,technician,single,primary,no,4488.0,no,yes,unknown,5,60,0,unknown,378.0,no
33,services,single,secondary,no,218.0,no,yes,unknown,4,-1,1,unknown,157.0,no
37,blue-collar,married,secondary,no,2252.0,yes,no,unknown,4,-1,1,unknown,193.0,no
41,retired,single,primary,no,2969.0,yes,no,cellular,3,-1,0,unknown,204.0,no
25,student,married,secondary,no,4001.0,yes,no,cellular,5,-1,0,unknown,144.0,no
61,technician,single,tertiary,no,-132.0,no,yes,cellular,3,-1,0,unknown,160.0,no
52,blue-collar,single,tertiary,no,-500.0,yes,no,cellular,4,-1,0,unknown,206.0,no
69,blue-collar,married,secondary,no,-500.0,no,no,unknown,1,30,0,unknown,64.0,no
61,housemaid,married,tertiary,no,2716.0,yes,yes,unknown,1,-1,1,failure,97.0,no
27,blue-collar,divorced,secondary,no,4985.0,yes,no,cellular,5,-1,0,unknown,247.0,no
22,unemployed,married,tertiary,no,2778.0,no,no,cellular,6,30,0,unknown,260.0,no
44,housemaid,single,tertiary,no,213.0,yes,no,cellular,3,-1,0,unknown,65.0,no
47,retired,divorced,secondary,no,3538.0,no,no,cellular,5,30,1,unknown,191.0,no
32,blue-collar,married,secondary,no,556.0,yes,no,telephone,2,30,0,unknown,138.0,no
66,management,married,primary,no,-97.0,yes,no,telephone,3,-1,0,unknown,188.0,no
54,unemployed,married,secondary,no,803.0,yes,no,telephone,3,365,1,unknown,111.0,yes
64,management,single,secondary,no,354.0,yes,no,cellular,3,120,0,unknown,130.0,no
24,admin.,married,secondary,no,137.0,yes,yes,telephone,8,90,1,other,175.0,no
68,blue-collar,married,primary,no,3599.0,no,no,cellular,4,-1,3,unknown,303.0,no
30,unemployed,married,tertiary,no,472.0,yes,no,cellular,7,365,0,unknown,200.0,no
45,unemployed,divorced,tertiary,no,-500.0,yes,no,telephone,1,120,1,other,127.0,no
45,blue-collar,divorced,secondary,no,2455.0,no,no,cellular,3,-1,0,unknown,115.0,no
68,self-employed,single,secondary,no,-318.0,no,no,unknown,4,60,0,unknown,523.0,yes
35,admin.,divorced,tertiary,no,-260.0,no,no,cellular,6,60,1,failure,338.0,no
32,retired,single,secondary,no,2662.0,yes,no,unknown,4,60,0,other,160.0,yes
39,blue-collar,divorced,tertiary,no,94.0,yes,no,unknown,6,-1,0,unknown,161.0,no
40,technician,married,secondary,no,585.0,yes,no,cellular,1,-1,0,unknown,224.0,no
29,technician,married,secondary,no,1476.0,yes,no,cellular,2,-1,1,unknown,152.0,no
28,blue-collar,divorced,secondary,no,885.0,no,no,cellular,2,30,1,unknown,81.0,no
32,management,married,secondary,no,627.0,yes,no,unknown,4,90,0,unknown,29.0,no
46,admin.,married,secondary,no,-500.0,no,no,cellular,2,-1,1,unknown,46.0,no
39,blue-collar,single,tertiary,no,1089.0,no,yes,unknown,2,-1,1,unknown,149.0,no
42,admin.,single,secondary,no,4304.0,yes,no,cellular,3,120,0,unknown,197.0,no
62,blue-collar,married,secondary,no,2533.0,yes,no,unknown,1,-1,2,unknown,121.0,no
32,unemployed,married,secondary,no,724.0,yes,no,telephone,7,-1,0,unknown,112.0,no
74,admin.,married,secondary,yes,2246.0,yes,no,telephone,5,-1,0,unknown,29.0,no
64,technician,married,secondary,no,2529.0,yes,no,cellular,3,-1,1,unknown,137.0,no
28,admin.,married,secondary,no,-116.0,yes,no,telephone,2,-1,1,unknown,168.0,no
37,retired,married,secondary,no,3663.0,yes,yes,telephone,5,365,0,success,172.0,no
29,management,single,tertiary,no,1694.0,no,no,cellular,1,60,0,success,118.0,no
34,technician,married,tertiary,no,838.0,no,no,unknown,5,-1,0,unknown,252.0,no
40,blue-collar,married,secondary,no,4263.0,yes,no,cellular,5,-1,1,unknown,252.0,no
26,blue-collar,single,tertiary,no,-500.0,yes,no,cellular,4,-1,0,unknown,48.0,no
18,student,married,tertiary,no,-500.0,yes,no,cellular,6,-1,0,unknown,193.0,no
45,services,married,secondary,no,2555.0,yes,no,telephone,4,-1,0,unknown,39.0,no
61,services,married,secondary,no,2613.0,yes,no,unknown,6,-1,0,unknown,141.0,no
36,admin.,single,primary,no,4364.0,no,no,cellular,1,30,1,unknown,254.0,no
71,blue-collar,married,secondary,no,-500.0,yes,no,cellular,2,-1,0,unknown,188.0,no
40,technician,married,secondary,no,2946.0,no,no,cellular,3,-1,1,other,64.0,no
73,self-employed,married,secondary,no,-500.0,no,no,unknown,4,60,1,other,156.0,no
32,self-employed,single,secondary,no,2154.0,yes,yes,cellular,3,-1,0,other,107.0,no
51,blue-collar,single,secondary,no,1283.0,no,no,unknown,1,-1,1,unknown,211.0,no
65,blue-collar,divorced,secondary,no,2930.0,no,no,unknown,1,-1,0,unknown,371.0,no
21,technician,single,primary,no,976.0,no,no,cellular,9,365,4,unknown,497.0,no
75,services,married,secondary,no,3220.0,yes,yes,unknown,4,-1,0,unknown,171.0,no
40,blue-collar,married,secondary,no,-91.0,yes,no,telephone,3,-1,0,unknown,56.0,no
48,technician,married,primary,no,1253.0,no,no,unknown,5,-1,1,unknown,140.0,no
56,retired,married,primary,no,1747.0,yes,no,cellular,5,-1,0,unknown,238.0,no
57,blue-collar,married,tertiary,no,4418.0,no,no,telephone,1,-1,1,unknown,68.0,no
19,entrepreneur,married,secondary,no,2899.0,no,no,cellular,6,-1,0,other,141.0,no
71,services,single,secondary,no,1768.0,no,yes,cellular,3,-1,1,other,167.0,no
56,entrepreneur,single,tertiary,no,2552.0,yes,no,cellular,4,-1,0,failure,343.0,no
79,retired,married,secondary,no,3355.0,no,no,cellular,2,-1,1,unknown,63.0,no
47,services,married,primary,no,2074.0,no,no,cellular,3,-1,0,unknown,48.0,no
56,blue-collar,married,secondary,no,-445.0,no,no,unknown,2,120,0,unknown,95.0,no
45,technician,married,primary,no,2531.0,yes,no,cellular,4,-1,0,failure,76.0,no
73,blue-collar,married,tertiary,no,1349.0,no,no,cellular,2,60,0,success,156.0,no
69,housemaid,married,tertiary,no,765.0,yes,yes,unknown,3,-1,0,unknown,345.0,no
74,services,married,secondary,no,-13.0,no,no,cellular,3,180,0,unknown,56.0,no
49,self-employed,divorced,secondary,no,2443.0,yes,yes,cellular,6,-1,0,unknown,74.0,no
67,management,married,tertiary,no,2322.0,no,no,cellular,2,-1,0,unknown,57.0,no
40,services,married,secondary,no,-320.0,yes,no,unknown,2,120,1,success,216.0,no
46,technician,married,primary,no,-500.0,no,no,unknown,3,-1,1,failure,319.0,no
65,technician,married,tertiary,no,4805.0,yes,no,telephone,1,60,0,failure,162.0,no
23,technician,married,secondary,no,2949.0,no,no,telephone,2,-1,0,other,120.0,no
62,blue-collar,divorced,tertiary,no,1556.0,no,no,cellular,2,-1,0,unknown,78.0,no
18,housemaid,married,tertiary,no,2491.0,yes,no,cellular,3,-1,2,unknown,390.0,yes
54,retired,married,secondary,no,558.0,yes,no,cellular,4,120,0,unknown,380.0,no
47,admin.,divorced,secondary,no,1090.0,yes,no,cellular,7,120,0,unknown,269.0,no
47,student,married,secondary,no,1439.0,yes,no,unknown,6,30,0,success,141.0,no
48,blue-collar,married,tertiary,no,3136.0,no,no,unknown,6,-1,1,unknown,245.0,no
48,blue-collar,single,primary,no,-500.0,yes,no,unknown,4,-1,0,unknown,195.0,no
43,blue-collar,married,secondary,no,-436.0,yes,no,cellular,2,-1,1,failure,70.0,no
45,blue-collar,divorced,secondary,no,-500.0,no,no,cellular,4,180,1,unknown,349.0,no
53,blue-collar,married,primary,no,2936.0,no,yes,unknown,4,30,0,unknown,135.0,no
65,self-employed,single,primary,no,1218.0,no,no,cellular,2,-1,0,unknown,184.0,no
52,retired,married,tertiary,no,-249.0,yes,no,cellular,3,120,1,unknown,295.0,no
57,blue-collar,single,secondary,no,1001.0,yes,no,cellular,2,-1,0,failure,66.0,no
69,blue-collar,single,secondary,no,263.0,no,yes,cellular,1,-1,1,success,69.0,yes
79,technician,single,secondary,no,-500.0,yes,no,cellular,11,-1,1,unknown,341.0,no
24,admin.,single,secondary,no,3669.0,yes,no,cellular,4,-1,0,unknown,326.0,no
62,management,single,secondary,no,1131.0,yes,no,cellular,3,-1,2,unknown,159.0,no
31,retired,married,secondary,no,3710.0,no,yes,cellular,1,-1,0,other,133.0,no
30,retired,married,tertiary,no,-500.0,yes,no,cellular,3,-1,0,unknown,51.0,no
67,technician,married,primary,no,2308.0,no,no,unknown,2,-1,0,failure,355.0,no
22,self-employed,married,secondary,no,-500.0,no,no,cellular,1,-1,0,other,170.0,no
70,technician,married,tertiary,no,5802.0,yes,no,cellular,5,30,0,unknown,102.0,no
65,technician,single,secondary,no,-500.0,no,no,telephone,6,-1,1,unknown,28.0,no
79,blue-collar,single,tertiary,no,4633.0,yes,no,telephone,3,-1,1,unknown,260.0,no
59,blue-collar,divorced,secondary,no,1364.0,no,no,cellular,2,-1,0,unknown,475.0,no
72,blue-collar,married,primary,no,1071.0,yes,no,cellular,3,-1,1,unknown,160.0,no
25,entrepreneur,single,primary,no,2461.0,no,no,unknown,5,-1,0,unknown,116.0,no
73,retired,single,secondary,no,-288.0,yes,no,cellular,7,-1,1,success,456.0,no
27,blue-collar,divorced,tertiary,no,2813.0,no,no,cellular,2,-1,1,unknown,82.0,yes
37,blue-collar,single,tertiary,no,2945.0,no,no,cellular,4,-1,1,unknown,636.0,no
25,entrepreneur,married,secondary,no,1421.0,no,no,cellular,6,-1,1,unknown,367.0,no
42,services,married,primary,no,1850.0,no,yes,cellular,4,-1,0,unknown,227.0,no
64,services,divorced,secondary,no,4873.0,no,no,unknown,4,60,2,failure,101.0,no
34,technician,single,secondary,no,2572.0,yes,no,cellular,2,-1,1,unknown,100.0,no
68,blue-collar,single,secondary,no,-8.0,yes,no,cellular,3,-1,0,unknown,411.0,no
55,entrepreneur,single,primary,no,2751.0,yes,no,unknown,2,30,0,success,91.0,no
56,technician,single,secondary,no,432.0,yes,no,cellular,2,-1,0,unknown,363.0,no
76,services,single,secondary,no,83.0,no,no,unknown,3,-1,0,unknown,43.0,no
44,self-employed,divorced,tertiary,no,2323.0,yes,no,cellular,2,60,0,failure,94.0,no
39,retired,divorced,secondary,no,-417.0,no,no,cellular,5,-1,0,other,289.0,no
79,admin.,married,primary,no,1484.0,no,no,unknown,3,-1,0,unknown,412.0,no
52,technician,married,primary,no,2613.0,no,no,telephone,6,-1,0,unknown,134.0,no
56,self-employed,married,tertiary,no,4837.0,no,yes,cellular,2,-1,2,other,128.0,no
36,retired,married,secondary,no,2549.0,yes,no,telephone,3,-1,0,unknown,392.0,no
31,retired,single,secondary,no,-500.0,no,no,cellular,3,-1,0,unknown,41.0,no
28,entrepreneur,single,tertiary,no,-500.0,no,no,cellular,7,-1,0,unknown,126.0,no
31,blue-collar,married,secondary,no,4507.0,no,no,cellular,2,-1,0,unknown,57.0,no
30,student,married,primary,no,258.0,no,no,unknown,4,90,0,unknown,125.0,no
64,management,married,secondary,no,-500.0,yes,no,cellular,3,365,0,unknown,189.0,no
21,admin.,single,tertiary,no,-409.0,no,yes,cellular,3,60,1,unknown,100.0,no
57,entrepreneur,single,secondary,no,2829.0,no,no,cellular,4,60,0,unknown,143.0,no
76,technician,married,secondary,no,1603.0,yes,no,unknown,2,-1,0,unknown,182.0,no
65,entrepreneur,married,secondary,no,2565.0,yes,no,cellular,3,-1,0,unknown,56.0,no
42,housemaid,married,secondary,no,1341.0,yes,no,cellular,4,-1,0,other,97.0,no
21,self-employed,married,tertiary,no,-500.0,no,no,unknown,3,-1,0,unknown,334.0,no
69,technician,single,tertiary,no,-500.0,yes,no,unknown,3,-1,0,unknown,55.0,no
18,services,divorced,tertiary,no,-102.0,no,no,cellular,4,-1,1,unknown,66.0,no
60,technician,married,secondary,no,1619.0,yes,no,unknown,3,-1,1,failure,212.0,no
59,admin.,married,tertiary,no,-500.0,yes,no,cellular,3,30,1,unknown,110.0,no
29,technician,married,secondary,no,3169.0,no,no,cellular,5,-1,0,unknown,120.0,no
63,technician,married,tertiary,no,-400.0,yes,no,cellular,8,120,0,unknown,222.0,no
28,retired,married,primary,no,-500.0,no,no,unknown,3,-1,0,unknown,30.0,no
31,self-employed,married,secondary,no,1401.0,no,yes,unknown,3,60,2,unknown,61.0,no
68,blue-collar,married,tertiary,no,2769.0,yes,no,unknown,2,-1,1,unknown,219.0,no
78,management,single,tertiary,no,4087.0,no,no,unknown,4,-1,1,unknown,67.0,no
34,blue-collar,married,secondary,no,-500.0,yes,yes,unknown,2,60,1,unknown,687.0,no
75,admin.,single,secondary,no,3963.0,yes,no,unknown,3,-1,0,unknown,248.0,no
74,unemployed,married,primary,no,1734.0,no,yes,cellular,4,-1,0,success,411.0,yes
65,blue-collar,married,secondary,no,282.0,no,yes,telephone,7,180,2,success,174.0,no
26,self-employed,married,primary,no,2625.0,no,no,cellular,3,-1,0,unknown,124.0,no
36,blue-collar,married,secondary,no,3840.0,no,no,cellular,5,-1,0,unknown,91.0,no
60,entrepreneur,married,secondary,no,-500.0,yes,yes,cellular,3,-1,0,unknown,184.0,no
79,entrepreneur,single,tertiary,no,624.0,yes,no,telephone,3,-1,0,unknown,143.0,no
68,blue-collar,divorced,tertiary,no,420.0,no,no,unknown,2,30,0,unknown,346.0,no
44,services,married,tertiary,no,2527.0,no,no,cellular,5,90,0,success,115.0,yes
32,technician,married,tertiary,no,4028.0,yes,no,unknown,2,-1,0,unknown,281.0,no
